serial,mcpm10,mcpm10_aqi,mcpm1x0,mcpm2x5,mcpm2x5_aqi,mcpm4x0,ncpm0x5,ncpm10,ncpm1x0,ncpm2x5,ncpm4x0,rh,temperature,tpsize,timestamp,cloud_account_id,cloud_device_id,is_indoor,is_public,latitude,longitude,time_delta
81432039072,4.25,4.25,4.0,4.25,18.0,4.25,34.5,40.75,40.25,40.75,40.75,52.25,13.55,0.53,2022-12-11 15:00:00,c4257c0qi9clu8nikfgg,c5e99utomcjt2d3sngc0,False,True,36.001427,-78.938232,15.0
81432039072,4.0,4.0,3.5,4.0,17.0,4.0,29.25,34.25,34.0,34.25,34.25,46.75,15.82,0.52,2022-12-11 16:00:00,c4257c0qi9clu8nikfgg,c5e99utomcjt2d3sngc0,False,True,36.001427,-78.938232,15.0
81432039072,4.0,4.0,4.0,4.0,17.0,4.0,30.25,36.0,36.0,36.0,36.0,44.75,16.85,0.55,2022-12-11 17:00:00,c4257c0qi9clu8nikfgg,c5e99utomcjt2d3sngc0,False,True,36.001427,-78.938232,15.0
81432039072,5.0,5.0,4.75,5.0,21.0,5.0,37.0,43.75,43.5,43.5,43.75,43.25,17.98,0.56,2022-12-11 18:00:00,c4257c0qi9clu8nikfgg,c5e99utomcjt2d3sngc0,False,True,36.001427,-78.938232,15.0
81432039072,5.75,5.75,5.25,5.75,24.0,5.75,43.75,51.25,51.0,51.25,51.25,46.25,16.8,0.57,2022-12-11 19:00:00,c4257c0qi9clu8nikfgg,c5e99utomcjt2d3sngc0,False,True,36.001427,-78.938232,15.0
81432039072,5.75,5.75,5.5,5.75,24.0,5.75,44.5,52.75,52.25,52.75,52.75,52.25,14.73,0.58,2022-12-11 20:00:00,c4257c0qi9clu8nikfgg,c5e99utomcjt2d3sngc0,False,True,36.001427,-78.938232,15.0
81432039072,4.75,4.75,4.0,4.75,20.0,4.75,35.25,42.0,41.5,42.0,42.0,55.5,13.58,0.55,2022-12-11 21:00:00,c4257c0qi9clu8nikfgg,c5e99utomcjt2d3sngc0,False,True,36.001427,-78.938232,15.0
81432039072,5.0,5.0,4.0,5.0,21.0,5.0,36.75,43.25,42.75,43.25,43.25,59.25,12.65,0.53,2022-12-11 22:00:00,c4257c0qi9clu8nikfgg,c5e99utomcjt2d3sngc0,False,True,36.001427,-78.938232,15.0
81432039072,5.0,5.0,5.0,5.0,21.0,5.0,40.75,48.25,47.75,48.25,48.25,59.75,12.45,0.53,2022-12-11 23:00:00,c4257c0qi9clu8nikfgg,c5e99utomcjt2d3sngc0,False,True,36.001427,-78.938232,15.0
81432039072,7.5,6.75,7.25,7.5,31.25,7.5,60.25,71.0,70.5,71.0,71.0,63.5,11.92,0.54,2022-12-12 00:00:00,c4257c0qi9clu8nikfgg,c5e99utomcjt2d3sngc0,False,True,36.001427,-78.938232,15.0
81432039072,7.5,6.5,7.0,7.5,31.0,7.5,59.5,70.25,69.5,70.0,70.25,64.75,11.88,0.53,2022-12-12 01:00:00,c4257c0qi9clu8nikfgg,c5e99utomcjt2d3sngc0,False,True,36.001427,-78.938232,15.0
81432039072,8.0,7.0,7.75,8.0,33.0,8.0,63.25,75.0,74.5,75.0,75.0,65.0,11.58,0.54,2022-12-12 02:00:00,c4257c0qi9clu8nikfgg,c5e99utomcjt2d3sngc0,False,True,36.001427,-78.938232,15.0
81432039072,8.0,7.0,7.0,8.0,33.0,8.0,62.0,73.25,72.75,73.25,73.25,67.75,10.6,0.54,2022-12-12 03:00:00,c4257c0qi9clu8nikfgg,c5e99utomcjt2d3sngc0,False,True,36.001427,-78.938232,15.0
81432039072,8.25,7.25,8.0,8.25,34.25,8.25,69.0,81.5,81.0,81.0,81.5,75.75,8.85,0.55,2022-12-12 04:00:00,c4257c0qi9clu8nikfgg,c5e99utomcjt2d3sngc0,False,True,36.001427,-78.938232,15.0
81432039072,9.5,8.5,9.0,9.5,40.0,9.5,77.25,91.0,90.75,91.0,91.0,75.75,9.4,0.56,2022-12-12 05:00:00,c4257c0qi9clu8nikfgg,c5e99utomcjt2d3sngc0,False,True,36.001427,-78.938232,15.0
81432039072,7.5,6.75,7.25,7.5,31.25,7.5,62.75,73.75,73.75,73.75,73.75,75.75,9.28,0.57,2022-12-12 06:00:00,c4257c0qi9clu8nikfgg,c5e99utomcjt2d3sngc0,False,True,36.001427,-78.938232,15.0
81432039072,5.25,5.25,5.0,5.25,22.0,5.25,44.25,52.25,52.0,52.25,52.25,68.5,9.07,0.56,2022-12-12 07:00:00,c4257c0qi9clu8nikfgg,c5e99utomcjt2d3sngc0,False,True,36.001427,-78.938232,15.0
81432039072,5.0,5.0,5.0,5.0,21.0,5.0,41.25,49.0,48.5,49.0,49.0,67.0,8.52,0.56,2022-12-12 08:00:00,c4257c0qi9clu8nikfgg,c5e99utomcjt2d3sngc0,False,True,36.001427,-78.938232,15.0
81432039072,4.5,4.5,4.25,4.5,19.0,4.5,38.0,45.0,44.75,45.0,45.0,68.25,7.92,0.56,2022-12-12 09:00:00,c4257c0qi9clu8nikfgg,c5e99utomcjt2d3sngc0,False,True,36.001427,-78.938232,15.0
81432039072,5.0,5.0,5.0,5.0,21.0,5.0,42.25,49.75,49.75,49.75,49.75,70.25,7.2,0.55,2022-12-12 10:00:00,c4257c0qi9clu8nikfgg,c5e99utomcjt2d3sngc0,False,True,36.001427,-78.938232,15.0
81432039072,6.25,6.0,5.75,6.25,26.0,6.25,52.0,61.25,60.75,61.25,61.25,76.0,5.98,0.56,2022-12-12 11:00:00,c4257c0qi9clu8nikfgg,c5e99utomcjt2d3sngc0,False,True,36.001427,-78.938232,15.0
81432039072,7.0,6.0,6.5,7.0,29.0,7.0,57.5,68.25,67.75,68.25,68.25,78.75,5.98,0.56,2022-12-12 12:00:00,c4257c0qi9clu8nikfgg,c5e99utomcjt2d3sngc0,False,True,36.001427,-78.938232,15.0
81432039072,7.0,6.0,7.0,7.0,29.0,7.0,59.75,70.75,70.75,70.75,70.75,76.0,6.8,0.56,2022-12-12 13:00:00,c4257c0qi9clu8nikfgg,c5e99utomcjt2d3sngc0,False,True,36.001427,-78.938232,15.0
81432039072,7.0,6.0,6.75,7.0,29.0,7.0,57.75,68.0,67.75,68.0,68.0,69.0,7.98,0.57,2022-12-12 14:00:00,c4257c0qi9clu8nikfgg,c5e99utomcjt2d3sngc0,False,True,36.001427,-78.938232,15.0
81432039072,6.0,6.0,6.0,6.0,25.0,6.0,49.25,58.0,57.75,58.0,58.0,58.75,10.32,0.56,2022-12-12 15:00:00,c4257c0qi9clu8nikfgg,c5e99utomcjt2d3sngc0,False,True,36.001427,-78.938232,15.0
81432039072,6.0,6.0,5.0,6.0,25.0,6.0,44.75,52.75,52.75,52.75,52.75,49.25,13.6,0.55,2022-12-12 16:00:00,c4257c0qi9clu8nikfgg,c5e99utomcjt2d3sngc0,False,True,36.001427,-78.938232,15.0
81432039072,5.25,5.25,5.0,5.25,22.0,5.25,41.75,49.25,49.25,49.25,49.25,45.25,14.28,0.54,2022-12-12 17:00:00,c4257c0qi9clu8nikfgg,c5e99utomcjt2d3sngc0,False,True,36.001427,-78.938232,15.0
81432039072,5.0,5.0,5.0,5.0,21.0,5.0,40.0,47.0,46.75,47.0,47.0,42.75,14.82,0.54,2022-12-12 18:00:00,c4257c0qi9clu8nikfgg,c5e99utomcjt2d3sngc0,False,True,36.001427,-78.938232,15.0
81432039072,5.0,5.0,4.75,5.0,21.0,5.0,37.5,44.25,44.25,44.25,44.25,42.0,14.98,0.54,2022-12-12 19:00:00,c4257c0qi9clu8nikfgg,c5e99utomcjt2d3sngc0,False,True,36.001427,-78.938232,15.0
81432039072,4.75,4.75,4.0,4.75,20.0,4.75,36.0,42.5,42.0,42.5,42.5,47.0,12.5,0.53,2022-12-12 20:00:00,c4257c0qi9clu8nikfgg,c5e99utomcjt2d3sngc0,False,True,36.001427,-78.938232,15.0
81432039072,4.0,4.0,4.0,4.0,17.0,4.0,35.75,42.0,41.5,42.0,42.0,50.5,10.92,0.54,2022-12-12 21:00:00,c4257c0qi9clu8nikfgg,c5e99utomcjt2d3sngc0,False,True,36.001427,-78.938232,15.0
81432039072,5.5,5.25,5.0,5.5,23.0,5.5,43.75,52.0,51.5,52.0,52.0,60.0,8.07,0.55,2022-12-12 22:00:00,c4257c0qi9clu8nikfgg,c5e99utomcjt2d3sngc0,False,True,36.001427,-78.938232,15.0
81432039072,6.0,5.75,5.75,6.0,25.0,6.0,49.75,58.75,58.5,58.5,58.5,63.5,7.32,0.55,2022-12-12 23:00:00,c4257c0qi9clu8nikfgg,c5e99utomcjt2d3sngc0,False,True,36.001427,-78.938232,15.0
81432039072,7.5,6.5,7.0,7.5,31.0,7.5,62.75,74.25,73.5,74.0,74.25,66.0,6.3,0.54,2022-12-13 00:00:00,c4257c0qi9clu8nikfgg,c5e99utomcjt2d3sngc0,False,True,36.001427,-78.938232,15.0
81432039072,7.75,6.75,7.75,7.75,32.0,7.75,67.25,79.25,79.0,79.25,79.25,70.75,5.12,0.55,2022-12-13 01:00:00,c4257c0qi9clu8nikfgg,c5e99utomcjt2d3sngc0,False,True,36.001427,-78.938232,15.0
81432039072,7.0,6.0,6.5,7.0,29.0,7.0,59.0,69.25,68.75,69.25,69.25,71.0,5.12,0.54,2022-12-13 02:00:00,c4257c0qi9clu8nikfgg,c5e99utomcjt2d3sngc0,False,True,36.001427,-78.938232,15.0
81432039072,7.0,6.0,6.5,7.0,29.0,7.0,58.5,69.0,68.75,69.0,69.0,72.0,4.47,0.55,2022-12-13 03:00:00,c4257c0qi9clu8nikfgg,c5e99utomcjt2d3sngc0,False,True,36.001427,-78.938232,15.0
81432039072,6.5,6.0,6.0,6.5,27.0,6.5,54.25,64.25,64.0,64.25,64.25,71.75,3.9,0.55,2022-12-13 04:00:00,c4257c0qi9clu8nikfgg,c5e99utomcjt2d3sngc0,False,True,36.001427,-78.938232,15.0
81432039072,5.5,5.5,5.0,5.5,23.0,5.5,48.25,56.75,56.75,56.75,56.75,71.5,3.3,0.53,2022-12-13 05:00:00,c4257c0qi9clu8nikfgg,c5e99utomcjt2d3sngc0,False,True,36.001427,-78.938232,15.0
81432039072,5.5,5.5,5.0,5.5,23.0,5.5,47.75,56.25,56.0,56.25,56.25,73.25,2.95,0.54,2022-12-13 06:00:00,c4257c0qi9clu8nikfgg,c5e99utomcjt2d3sngc0,False,True,36.001427,-78.938232,15.0
81432039072,5.0,5.0,5.0,5.0,21.0,5.0,43.25,51.5,51.0,51.5,51.5,73.25,2.88,0.55,2022-12-13 07:00:00,c4257c0qi9clu8nikfgg,c5e99utomcjt2d3sngc0,False,True,36.001427,-78.938232,15.0
81432039072,5.0,5.0,5.0,5.0,21.0,5.0,44.25,52.5,52.25,52.5,52.5,71.5,2.95,0.54,2022-12-13 08:00:00,c4257c0qi9clu8nikfgg,c5e99utomcjt2d3sngc0,False,True,36.001427,-78.938232,15.0
81432039072,5.0,5.0,4.25,5.0,21.0,5.0,40.75,47.75,47.75,47.75,47.75,66.5,4.12,0.54,2022-12-13 09:00:00,c4257c0qi9clu8nikfgg,c5e99utomcjt2d3sngc0,False,True,36.001427,-78.938232,15.0
81432039072,4.75,4.75,4.0,4.75,20.0,4.75,38.75,45.75,45.25,45.5,45.75,64.75,4.4,0.52,2022-12-13 10:00:00,c4257c0qi9clu8nikfgg,c5e99utomcjt2d3sngc0,False,True,36.001427,-78.938232,15.0
81432039072,5.0,5.0,4.25,5.0,21.0,5.0,40.25,47.5,47.25,47.5,47.5,64.25,4.6,0.53,2022-12-13 11:00:00,c4257c0qi9clu8nikfgg,c5e99utomcjt2d3sngc0,False,True,36.001427,-78.938232,15.0
81432039072,5.0,5.0,4.5,5.0,21.0,5.0,40.5,47.75,47.5,47.75,47.75,62.75,4.82,0.53,2022-12-13 12:00:00,c4257c0qi9clu8nikfgg,c5e99utomcjt2d3sngc0,False,True,36.001427,-78.938232,15.0
81432039072,4.25,4.25,4.0,4.25,18.0,4.25,38.0,45.0,44.75,45.0,45.0,58.75,5.8,0.53,2022-12-13 13:00:00,c4257c0qi9clu8nikfgg,c5e99utomcjt2d3sngc0,False,True,36.001427,-78.938232,15.0
81432039072,5.0,5.0,4.25,5.0,21.0,5.0,39.0,46.25,46.0,46.25,46.25,54.5,6.95,0.54,2022-12-13 14:00:00,c4257c0qi9clu8nikfgg,c5e99utomcjt2d3sngc0,False,True,36.001427,-78.938232,15.0
81432039072,4.0,4.0,4.0,4.0,17.0,4.0,35.0,41.25,41.0,41.25,41.25,52.75,7.15,0.53,2022-12-13 15:00:00,c4257c0qi9clu8nikfgg,c5e99utomcjt2d3sngc0,False,True,36.001427,-78.938232,15.0
81432039072,4.0,4.0,4.0,4.0,17.0,4.0,36.25,43.0,42.5,43.0,43.0,48.25,9.38,0.52,2022-12-13 16:00:00,c4257c0qi9clu8nikfgg,c5e99utomcjt2d3sngc0,False,True,36.001427,-78.938232,15.0
81432039072,5.0,5.0,4.75,5.0,21.0,5.0,37.25,44.0,43.75,44.0,44.0,39.75,13.52,0.53,2022-12-13 17:00:00,c4257c0qi9clu8nikfgg,c5e99utomcjt2d3sngc0,False,True,36.001427,-78.938232,15.0
81432039072,5.0,5.0,4.0,5.0,21.0,5.0,35.25,41.25,41.25,41.25,41.25,33.25,16.67,0.52,2022-12-13 18:00:00,c4257c0qi9clu8nikfgg,c5e99utomcjt2d3sngc0,False,True,36.001427,-78.938232,15.0
81432039072,4.75,4.75,4.0,4.75,20.0,4.75,35.25,41.25,41.25,41.25,41.25,32.75,16.47,0.52,2022-12-13 19:00:00,c4257c0qi9clu8nikfgg,c5e99utomcjt2d3sngc0,False,True,36.001427,-78.938232,15.0
81432039072,5.0,5.0,4.75,5.0,21.0,5.0,37.0,43.5,43.5,43.5,43.5,33.5,16.18,0.52,2022-12-13 20:00:00,c4257c0qi9clu8nikfgg,c5e99utomcjt2d3sngc0,False,True,36.001427,-78.938232,15.0
81432039072,5.0,5.0,5.0,5.0,21.0,5.0,41.25,48.75,48.5,48.75,48.75,42.75,11.58,0.53,2022-12-13 21:00:00,c4257c0qi9clu8nikfgg,c5e99utomcjt2d3sngc0,False,True,36.001427,-78.938232,15.0
81432039072,6.0,6.0,5.75,6.0,25.0,6.0,51.25,60.25,60.25,60.25,60.25,56.75,6.63,0.54,2022-12-13 22:00:00,c4257c0qi9clu8nikfgg,c5e99utomcjt2d3sngc0,False,True,36.001427,-78.938232,15.0
81432039072,7.0,6.25,6.5,7.0,29.0,7.0,57.75,68.0,68.0,68.0,68.0,61.0,5.72,0.56,2022-12-13 23:00:00,c4257c0qi9clu8nikfgg,c5e99utomcjt2d3sngc0,False,True,36.001427,-78.938232,15.0
81432039072,6.5,6.0,6.25,6.5,27.0,6.5,58.25,68.5,68.25,68.5,68.5,65.0,4.58,0.56,2022-12-14 00:00:00,c4257c0qi9clu8nikfgg,c5e99utomcjt2d3sngc0,False,True,36.001427,-78.938232,15.0
81432039072,6.75,6.0,6.25,6.75,28.0,6.75,57.75,68.0,67.5,68.0,68.0,67.5,4.07,0.55,2022-12-14 01:00:00,c4257c0qi9clu8nikfgg,c5e99utomcjt2d3sngc0,False,True,36.001427,-78.938232,15.0
81432039072,7.75,6.75,7.25,7.75,32.0,7.75,67.5,79.5,79.25,79.5,79.5,70.5,3.25,0.57,2022-12-14 02:00:00,c4257c0qi9clu8nikfgg,c5e99utomcjt2d3sngc0,False,True,36.001427,-78.938232,15.0
81432039072,8.5,7.5,8.5,8.5,35.5,8.5,75.75,89.5,88.75,89.5,89.5,76.0,1.9,0.57,2022-12-14 03:00:00,c4257c0qi9clu8nikfgg,c5e99utomcjt2d3sngc0,False,True,36.001427,-78.938232,15.0
81432039072,8.25,7.25,7.5,8.25,34.25,8.25,71.5,84.5,84.25,84.5,84.5,78.5,1.02,0.56,2022-12-14 04:00:00,c4257c0qi9clu8nikfgg,c5e99utomcjt2d3sngc0,False,True,36.001427,-78.938232,15.0
81432039072,8.75,7.75,8.25,8.75,36.75,8.75,77.75,92.0,91.25,92.0,92.0,79.75,0.75,0.57,2022-12-14 05:00:00,c4257c0qi9clu8nikfgg,c5e99utomcjt2d3sngc0,False,True,36.001427,-78.938232,15.0
81432039072,9.0,8.0,8.0,9.0,38.0,9.0,78.0,92.0,91.5,92.0,92.0,80.0,0.48,0.57,2022-12-14 06:00:00,c4257c0qi9clu8nikfgg,c5e99utomcjt2d3sngc0,False,True,36.001427,-78.938232,15.0
81432039072,9.0,8.0,8.0,9.0,38.0,9.0,78.75,93.0,92.5,93.0,93.0,81.0,0.3,0.58,2022-12-14 07:00:00,c4257c0qi9clu8nikfgg,c5e99utomcjt2d3sngc0,False,True,36.001427,-78.938232,15.0
81432039072,9.0,8.0,8.0,9.0,38.0,9.0,78.5,92.5,92.25,92.5,92.5,81.0,0.18,0.58,2022-12-14 08:00:00,c4257c0qi9clu8nikfgg,c5e99utomcjt2d3sngc0,False,True,36.001427,-78.938232,15.0
81432039072,8.75,7.75,8.0,8.75,36.75,8.75,77.5,91.75,91.0,91.75,91.75,81.25,0.1,0.57,2022-12-14 09:00:00,c4257c0qi9clu8nikfgg,c5e99utomcjt2d3sngc0,False,True,36.001427,-78.938232,15.0
81432039072,9.0,8.0,8.5,9.0,38.0,9.0,80.25,94.75,94.25,94.75,94.75,81.25,0.35,0.58,2022-12-14 10:00:00,c4257c0qi9clu8nikfgg,c5e99utomcjt2d3sngc0,False,True,36.001427,-78.938232,15.0
81432039072,10.0,9.0,9.75,10.0,42.0,10.0,89.75,105.75,105.0,105.75,105.75,81.75,1.18,0.58,2022-12-14 11:00:00,c4257c0qi9clu8nikfgg,c5e99utomcjt2d3sngc0,False,True,36.001427,-78.938232,15.0
81432039072,10.0,9.0,9.5,10.0,42.0,10.0,87.25,103.5,102.5,103.5,103.5,80.25,2.25,0.6,2022-12-14 12:00:00,c4257c0qi9clu8nikfgg,c5e99utomcjt2d3sngc0,False,True,36.001427,-78.938232,15.0
81432039072,10.25,9.25,9.75,10.25,43.0,10.25,88.25,104.0,103.0,104.0,104.0,73.25,4.4,0.59,2022-12-14 13:00:00,c4257c0qi9clu8nikfgg,c5e99utomcjt2d3sngc0,False,True,36.001427,-78.938232,15.0
81432039072,10.0,9.0,9.25,10.0,42.0,10.0,83.5,98.75,98.25,98.25,98.5,64.0,6.95,0.57,2022-12-14 14:00:00,c4257c0qi9clu8nikfgg,c5e99utomcjt2d3sngc0,False,True,36.001427,-78.938232,15.0
81432039072,9.5,8.5,9.0,9.5,40.0,9.5,78.25,92.25,92.25,92.25,92.25,60.0,7.68,0.55,2022-12-14 15:00:00,c4257c0qi9clu8nikfgg,c5e99utomcjt2d3sngc0,False,True,36.001427,-78.938232,15.0
81432039072,10.0,9.0,9.5,10.0,42.0,10.0,81.75,96.5,96.0,96.5,96.5,56.25,8.78,0.56,2022-12-14 16:00:00,c4257c0qi9clu8nikfgg,c5e99utomcjt2d3sngc0,False,True,36.001427,-78.938232,15.0
81432039072,9.75,8.75,9.0,9.75,41.0,9.75,77.75,91.75,91.25,91.75,91.75,54.0,9.57,0.56,2022-12-14 17:00:00,c4257c0qi9clu8nikfgg,c5e99utomcjt2d3sngc0,False,True,36.001427,-78.938232,15.0
81432039072,9.25,8.25,8.5,9.25,39.0,9.25,73.75,87.25,86.75,87.25,87.25,51.0,10.3,0.57,2022-12-14 18:00:00,c4257c0qi9clu8nikfgg,c5e99utomcjt2d3sngc0,False,True,36.001427,-78.938232,15.0
81432039072,12.25,11.25,12.0,12.25,50.0,12.25,101.5,119.25,118.5,119.25,119.25,53.0,9.72,0.58,2022-12-14 19:00:00,c4257c0qi9clu8nikfgg,c5e99utomcjt2d3sngc0,False,True,36.001427,-78.938232,15.0
81432039072,12.0,11.0,11.25,12.0,49.5,12.0,98.0,115.75,115.0,115.5,115.75,58.75,8.72,0.59,2022-12-14 20:00:00,c4257c0qi9clu8nikfgg,c5e99utomcjt2d3sngc0,False,True,36.001427,-78.938232,15.0
81432039072,10.5,9.5,10.0,10.5,44.0,10.5,85.75,101.5,100.5,101.5,101.5,59.5,8.55,0.58,2022-12-14 21:00:00,c4257c0qi9clu8nikfgg,c5e99utomcjt2d3sngc0,False,True,36.001427,-78.938232,15.0
81432039072,10.5,9.5,10.0,10.5,44.0,10.5,87.25,103.25,102.5,103.25,103.25,65.75,7.93,0.57,2022-12-14 22:00:00,c4257c0qi9clu8nikfgg,c5e99utomcjt2d3sngc0,False,True,36.001427,-78.938232,15.0
81432039072,11.5,10.5,10.75,11.5,48.0,11.5,95.0,112.0,111.75,112.0,112.0,70.5,7.6,0.58,2022-12-14 23:00:00,c4257c0qi9clu8nikfgg,c5e99utomcjt2d3sngc0,False,True,36.001427,-78.938232,15.0
81432039072,12.5,11.5,11.5,11.75,49.0,11.75,99.75,118.0,117.25,118.0,118.0,75.5,7.25,0.6,2022-12-15 00:00:00,c4257c0qi9clu8nikfgg,c5e99utomcjt2d3sngc0,False,True,36.001427,-78.938232,15.0
81432039072,11.25,10.25,11.0,11.25,47.0,11.25,94.75,111.75,111.25,111.75,111.75,79.75,7.0,0.6,2022-12-15 01:00:00,c4257c0qi9clu8nikfgg,c5e99utomcjt2d3sngc0,False,True,36.001427,-78.938232,15.0
81432039072,11.25,10.25,10.25,11.25,47.0,11.25,91.25,108.5,107.5,108.25,108.5,81.0,6.6,0.61,2022-12-15 02:00:00,c4257c0qi9clu8nikfgg,c5e99utomcjt2d3sngc0,False,True,36.001427,-78.938232,15.0
81432039072,11.75,10.75,10.75,11.75,49.0,11.75,94.0,112.0,111.0,112.0,112.0,82.25,6.45,0.62,2022-12-15 03:00:00,c4257c0qi9clu8nikfgg,c5e99utomcjt2d3sngc0,False,True,36.001427,-78.938232,15.0
81432039072,11.25,10.25,10.25,11.0,46.0,11.25,90.0,107.25,106.25,107.25,107.25,83.0,6.3,0.62,2022-12-15 04:00:00,c4257c0qi9clu8nikfgg,c5e99utomcjt2d3sngc0,False,True,36.001427,-78.938232,15.0
81432039072,10.75,9.75,9.75,10.25,43.0,10.75,85.0,101.0,100.25,101.0,101.0,83.5,6.05,0.62,2022-12-15 05:00:00,c4257c0qi9clu8nikfgg,c5e99utomcjt2d3sngc0,False,True,36.001427,-78.938232,15.0
81432039072,9.0,8.0,8.25,9.0,37.75,9.0,73.25,87.25,86.75,87.0,87.25,84.0,5.9,0.6,2022-12-15 06:00:00,c4257c0qi9clu8nikfgg,c5e99utomcjt2d3sngc0,False,True,36.001427,-78.938232,15.0
81432039072,8.0,7.0,7.75,8.0,33.0,8.0,67.75,79.75,79.25,79.75,79.75,84.0,5.9,0.59,2022-12-15 07:00:00,c4257c0qi9clu8nikfgg,c5e99utomcjt2d3sngc0,False,True,36.001427,-78.938232,15.0
81432039072,8.0,7.0,7.75,8.0,33.0,8.0,67.5,79.75,79.25,79.75,79.75,84.0,5.9,0.6,2022-12-15 08:00:00,c4257c0qi9clu8nikfgg,c5e99utomcjt2d3sngc0,False,True,36.001427,-78.938232,15.0
81432039072,8.0,7.0,7.75,8.0,33.0,8.0,66.5,78.75,78.5,78.75,78.75,84.0,5.88,0.6,2022-12-15 09:00:00,c4257c0qi9clu8nikfgg,c5e99utomcjt2d3sngc0,False,True,36.001427,-78.938232,15.0
81432039072,8.0,7.0,7.25,8.0,33.0,8.0,65.0,77.75,77.0,77.5,77.5,84.0,6.02,0.61,2022-12-15 10:00:00,c4257c0qi9clu8nikfgg,c5e99utomcjt2d3sngc0,False,True,36.001427,-78.938232,15.0
81432039072,6.0,5.75,5.5,6.0,25.0,6.0,47.75,56.75,56.25,56.75,56.75,84.25,6.22,0.6,2022-12-15 11:00:00,c4257c0qi9clu8nikfgg,c5e99utomcjt2d3sngc0,False,True,36.001427,-78.938232,15.0
81432039072,3.25,3.25,3.0,3.25,13.75,3.25,27.75,32.5,32.25,32.5,32.5,84.75,6.35,0.57,2022-12-15 12:00:00,c4257c0qi9clu8nikfgg,c5e99utomcjt2d3sngc0,False,True,36.001427,-78.938232,15.0
81432039072,1.5,1.5,1.5,1.5,6.0,1.5,14.0,16.75,16.5,16.5,16.5,85.0,6.52,0.55,2022-12-15 13:00:00,c4257c0qi9clu8nikfgg,c5e99utomcjt2d3sngc0,False,True,36.001427,-78.938232,15.0
81432039072,1.0,1.0,1.0,1.0,4.0,1.0,6.5,7.75,7.5,7.75,7.75,85.0,6.68,0.52,2022-12-15 14:00:00,c4257c0qi9clu8nikfgg,c5e99utomcjt2d3sngc0,False,True,36.001427,-78.938232,15.0
81432039072,1.0,1.0,1.0,1.0,4.0,1.0,5.5,6.5,6.5,6.5,6.5,84.25,7.1,0.48,2022-12-15 15:00:00,c4257c0qi9clu8nikfgg,c5e99utomcjt2d3sngc0,False,True,36.001427,-78.938232,15.0
81432039072,1.0,1.0,1.0,1.0,4.0,1.0,5.25,6.25,6.25,6.25,6.25,84.5,7.58,0.46,2022-12-15 16:00:00,c4257c0qi9clu8nikfgg,c5e99utomcjt2d3sngc0,False,True,36.001427,-78.938232,15.0
81432039072,1.0,1.0,1.0,1.0,4.0,1.0,6.0,7.0,7.0,7.0,7.0,84.5,7.83,0.44,2022-12-15 17:00:00,c4257c0qi9clu8nikfgg,c5e99utomcjt2d3sngc0,False,True,36.001427,-78.938232,15.0
81432039072,0.5,0.5,0.5,0.5,2.0,0.5,4.25,4.75,4.75,4.75,4.75,84.25,8.02,0.47,2022-12-15 18:00:00,c4257c0qi9clu8nikfgg,c5e99utomcjt2d3sngc0,False,True,36.001427,-78.938232,15.0
81432039072,0.0,0.0,0.0,0.0,0.0,0.0,2.25,3.0,3.0,3.0,3.0,85.25,6.5,0.55,2022-12-15 19:00:00,c4257c0qi9clu8nikfgg,c5e99utomcjt2d3sngc0,False,True,36.001427,-78.938232,15.0
81432039072,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.75,2.75,2.75,2.75,81.5,6.85,0.54,2022-12-15 20:00:00,c4257c0qi9clu8nikfgg,c5e99utomcjt2d3sngc0,False,True,36.001427,-78.938232,15.0
81432039072,0.5,0.5,0.5,0.5,2.0,0.5,5.0,5.5,5.5,5.5,5.5,81.5,6.12,0.52,2022-12-15 21:00:00,c4257c0qi9clu8nikfgg,c5e99utomcjt2d3sngc0,False,True,36.001427,-78.938232,15.0
81432039072,2.0,2.0,2.0,2.0,8.0,2.0,13.5,16.25,16.0,16.0,16.25,82.75,5.62,0.47,2022-12-15 22:00:00,c4257c0qi9clu8nikfgg,c5e99utomcjt2d3sngc0,False,True,36.001427,-78.938232,15.0
81432039072,2.0,2.0,1.75,2.0,8.0,2.0,13.75,16.0,16.0,16.0,16.0,83.0,5.6,0.47,2022-12-15 23:00:00,c4257c0qi9clu8nikfgg,c5e99utomcjt2d3sngc0,False,True,36.001427,-78.938232,15.0
81432039072,2.0,2.0,2.0,2.0,8.0,2.0,14.25,16.5,16.5,16.5,16.5,83.25,5.85,0.49,2022-12-16 00:00:00,c4257c0qi9clu8nikfgg,c5e99utomcjt2d3sngc0,False,True,36.001427,-78.938232,15.0
81432039072,2.0,2.0,2.0,2.0,8.0,2.0,15.75,18.5,18.5,18.5,18.5,84.0,5.93,0.47,2022-12-16 01:00:00,c4257c0qi9clu8nikfgg,c5e99utomcjt2d3sngc0,False,True,36.001427,-78.938232,15.0
81432039072,2.5,2.5,2.0,2.5,10.5,2.5,20.5,24.25,24.0,24.0,24.0,83.0,6.32,0.49,2022-12-16 02:00:00,c4257c0qi9clu8nikfgg,c5e99utomcjt2d3sngc0,False,True,36.001427,-78.938232,15.0
81432039072,3.0,3.0,2.75,3.0,13.0,3.0,22.25,26.25,26.0,26.25,26.25,83.0,6.55,0.5,2022-12-16 03:00:00,c4257c0qi9clu8nikfgg,c5e99utomcjt2d3sngc0,False,True,36.001427,-78.938232,15.0
